train_loss,val_loss,train_real_acc,val_real_acc,train_trans_acc,val_trans_acc
0.9734334742189735,0.6680747348126199,0.8795848268227765,0.9226097178683386,0.672983871031833,0.779295011560745
0.6407071017663538,0.5606765226697473,0.9323122013747478,0.9404005383996754,0.7864265980259064,0.8076828064215968
0.5217549879384297,0.5062075015332631,0.9527049731182796,0.9544474921630094,0.822461170908798,0.8282378697096368
0.439367839245386,0.5639256774725211,0.9643910543786155,0.9551928581488918,0.8470224761621072,0.820869394978012
0.3907836628577081,0.516182402691871,0.9739863351254481,0.9575439553275751,0.8579917115336251,0.8233780836610585
